0,"minecraft:the_void"
1,"minecraft:plains"
2,"minecraft:sunflower_plains"
3,"minecraft:snowy_plains"
4,"minecraft:ice_spikes"
5,"minecraft:desert"
6,"minecraft:swamp"
7,"minecraft:forest"
8,"minecraft:flower_forest"
9,"minecraft:birch_forest"
10,"minecraft:dark_forest"
11,"minecraft:old_growth_birch_forest"
12,"minecraft:old_growth_pine_taiga"
13,"minecraft:old_growth_spruce_taiga"
14,"minecraft:taiga"
15,"minecraft:snowy_taiga"
16,"minecraft:savanna"
17,"minecraft:savanna_plateau"
18,"minecraft:windswept_hills"
19,"minecraft:windswept_gravelly_hills"
20,"minecraft:windswept_forest"
21,"minecraft:windswept_savanna"
22,"minecraft:jungle"
23,"minecraft:sparse_jungle"
24,"minecraft:bamboo_jungle"
25,"minecraft:badlands"
26,"minecraft:eroded_badlands"
27,"minecraft:wooded_badlands"
28,"minecraft:meadow"
29,"minecraft:grove"
30,"minecraft:snowy_slopes"
31,"minecraft:frozen_peaks"
32,"minecraft:jagged_peaks"
33,"minecraft:stony_peaks"
34,"minecraft:river"
35,"minecraft:frozen_river"
36,"minecraft:beach"
37,"minecraft:snowy_beach"
38,"minecraft:stony_shore"
39,"minecraft:warm_ocean"
40,"minecraft:lukewarm_ocean"
41,"minecraft:deep_lukewarm_ocean"
42,"minecraft:ocean"
43,"minecraft:deep_ocean"
44,"minecraft:cold_ocean"
45,"minecraft:deep_cold_ocean"
46,"minecraft:frozen_ocean"
47,"minecraft:deep_frozen_ocean"
48,"minecraft:mushroom_fields"
49,"minecraft:dripstone_caves"
50,"minecraft:lush_caves"
51,"minecraft:nether_wastes"
52,"minecraft:warped_forest"
53,"minecraft:crimson_forest"
54,"minecraft:soul_sand_valley"
55,"minecraft:basalt_deltas"
56,"minecraft:the_end"
57,"minecraft:end_highlands"
58,"minecraft:end_midlands"
59,"minecraft:small_end_islands"
60,"minecraft:end_barrens"
61,"terrablender:deferred_placeholder"
62,"biomesoplenty:bamboo_grove"
63,"biomesoplenty:bayou"
64,"biomesoplenty:bog"
65,"biomesoplenty:boreal_forest"
66,"biomesoplenty:cherry_blossom_grove"
67,"biomesoplenty:clover_patch"
68,"biomesoplenty:cold_desert"
69,"biomesoplenty:coniferous_forest"
70,"biomesoplenty:crag"
71,"biomesoplenty:dead_forest"
72,"biomesoplenty:dryland"
73,"biomesoplenty:dune_beach"
74,"biomesoplenty:field"
75,"biomesoplenty:fir_clearing"
76,"biomesoplenty:floodplain"
77,"biomesoplenty:forested_field"
78,"biomesoplenty:fungal_jungle"
79,"biomesoplenty:grassland"
80,"biomesoplenty:highland"
81,"biomesoplenty:highland_moor"
82,"biomesoplenty:jade_cliffs"
83,"biomesoplenty:lavender_field"
84,"biomesoplenty:lavender_forest"
85,"biomesoplenty:lush_desert"
86,"biomesoplenty:lush_savanna"
87,"biomesoplenty:maple_woods"
88,"biomesoplenty:marsh"
89,"biomesoplenty:mediterranean_forest"
90,"biomesoplenty:muskeg"
91,"biomesoplenty:mystic_grove"
92,"biomesoplenty:old_growth_dead_forest"
93,"biomesoplenty:old_growth_woodland"
94,"biomesoplenty:ominous_woods"
95,"biomesoplenty:orchard"
96,"biomesoplenty:origin_valley"
97,"biomesoplenty:pasture"
98,"biomesoplenty:prairie"
99,"biomesoplenty:pumpkin_patch"
100,"biomesoplenty:rainbow_hills"
101,"biomesoplenty:rainforest"
102,"biomesoplenty:redwood_forest"
103,"biomesoplenty:rocky_rainforest"
104,"biomesoplenty:rocky_shrubland"
105,"biomesoplenty:scrubland"
106,"biomesoplenty:seasonal_forest"
107,"biomesoplenty:shrubland"
108,"biomesoplenty:snowy_coniferous_forest"
109,"biomesoplenty:snowy_fir_clearing"
110,"biomesoplenty:snowy_maple_woods"
111,"biomesoplenty:tropics"
112,"biomesoplenty:tundra"
113,"biomesoplenty:volcanic_plains"
114,"biomesoplenty:volcano"
115,"biomesoplenty:wasteland"
116,"biomesoplenty:wetland"
117,"biomesoplenty:wooded_scrubland"
118,"biomesoplenty:wooded_wasteland"
119,"biomesoplenty:woodland"
120,"biomesoplenty:glowing_grotto"
121,"biomesoplenty:spider_nest"
122,"biomesoplenty:crystalline_chasm"
123,"biomesoplenty:erupting_inferno"
124,"biomesoplenty:undergrowth"
125,"biomesoplenty:visceral_heap"
126,"biomesoplenty:withered_abyss"
127,"byg:allium_fields"
128,"byg:amaranth_fields"
129,"byg:araucaria_savanna"
130,"byg:aspen_forest"
131,"byg:atacama_desert"
132,"byg:autumnal_valley"
133,"byg:baobab_savanna"
134,"byg:bayou"
135,"byg:black_forest"
136,"byg:borealis_grove"
137,"byg:canadian_shield"
138,"byg:cherry_blossom_forest"
139,"byg:cika_woods"
140,"byg:coniferous_forest"
141,"byg:crag_gardens"
142,"byg:cypress_swamplands"
143,"byg:lush_stacks"
144,"byg:dead_sea"
145,"byg:dacite_ridges"
146,"byg:windswept_dunes"
147,"byg:windswept_desert"
148,"byg:ebony_woods"
149,"byg:forgotten_forest"
150,"byg:temperate_grove"
151,"byg:guiana_shield"
152,"byg:howling_peaks"
153,"byg:jacaranda_forest"
154,"byg:maple_taiga"
155,"byg:coconino_meadow"
156,"byg:mojave_desert"
157,"byg:cardinal_tundra"
158,"byg:orchard"
159,"byg:prairie"
160,"byg:red_oak_forest"
161,"byg:red_rock_valley"
162,"byg:rose_fields"
163,"byg:autumnal_forest"
164,"byg:autumnal_taiga"
165,"byg:shattered_glacier"
166,"byg:firecracker_shrubland"
167,"byg:sierra_badlands"
168,"byg:skyris_vale"
169,"byg:redwood_thicket"
170,"byg:frosted_taiga"
171,"byg:frosted_coniferous_forest"
172,"byg:fragment_forest"
173,"byg:tropical_rainforest"
174,"byg:twilight_meadow"
175,"byg:weeping_witch_forest"
176,"byg:white_mangrove_marshes"
177,"byg:temperate_rainforest"
178,"byg:zelkova_forest"
179,"byg:windswept_beach"
180,"byg:rainbow_beach"
181,"byg:basalt_barrera"
182,"byg:dacite_shore"
183,"byg:brimstone_caverns"
184,"byg:crimson_gardens"
185,"byg:embur_bog"
186,"byg:glowstone_gardens"
187,"byg:magma_wastes"
188,"byg:subzero_hypogeal"
189,"byg:sythian_torrids"
190,"byg:warped_desert"
191,"byg:wailing_garth"
192,"byg:arisian_undergrowth"
193,"byg:weeping_mire"
194,"byg:quartz_desert"
