0,"minecraft:the_void"
1,"minecraft:plains"
2,"minecraft:sunflower_plains"
3,"minecraft:snowy_plains"
4,"minecraft:ice_spikes"
5,"minecraft:desert"
6,"minecraft:swamp"
7,"minecraft:forest"
8,"minecraft:flower_forest"
9,"minecraft:birch_forest"
10,"minecraft:dark_forest"
11,"minecraft:old_growth_birch_forest"
12,"minecraft:old_growth_pine_taiga"
13,"minecraft:old_growth_spruce_taiga"
14,"minecraft:taiga"
15,"minecraft:snowy_taiga"
16,"minecraft:savanna"
17,"minecraft:savanna_plateau"
18,"minecraft:windswept_hills"
19,"minecraft:windswept_gravelly_hills"
20,"minecraft:windswept_forest"
21,"minecraft:windswept_savanna"
22,"minecraft:jungle"
23,"minecraft:sparse_jungle"
24,"minecraft:bamboo_jungle"
25,"minecraft:badlands"
26,"minecraft:eroded_badlands"
27,"minecraft:wooded_badlands"
28,"minecraft:meadow"
29,"minecraft:grove"
30,"minecraft:snowy_slopes"
31,"minecraft:frozen_peaks"
32,"minecraft:jagged_peaks"
33,"minecraft:stony_peaks"
34,"minecraft:river"
35,"minecraft:frozen_river"
36,"minecraft:beach"
37,"minecraft:snowy_beach"
38,"minecraft:stony_shore"
39,"minecraft:warm_ocean"
40,"minecraft:lukewarm_ocean"
41,"minecraft:deep_lukewarm_ocean"
42,"minecraft:ocean"
43,"minecraft:deep_ocean"
44,"minecraft:cold_ocean"
45,"minecraft:deep_cold_ocean"
46,"minecraft:frozen_ocean"
47,"minecraft:deep_frozen_ocean"
48,"minecraft:mushroom_fields"
49,"minecraft:dripstone_caves"
50,"minecraft:lush_caves"
51,"minecraft:nether_wastes"
52,"minecraft:warped_forest"
53,"minecraft:crimson_forest"
54,"minecraft:soul_sand_valley"
55,"minecraft:basalt_deltas"
56,"minecraft:the_end"
57,"minecraft:end_highlands"
58,"minecraft:end_midlands"
59,"minecraft:small_end_islands"
60,"minecraft:end_barrens"
61,"terrablender:deferred_placeholder"
62,"biomesoplenty:bamboo_grove"
63,"biomesoplenty:bayou"
64,"biomesoplenty:bog"
65,"biomesoplenty:boreal_forest"
66,"biomesoplenty:cherry_blossom_grove"
67,"biomesoplenty:clover_patch"
68,"biomesoplenty:cold_desert"
69,"biomesoplenty:coniferous_forest"
70,"biomesoplenty:crag"
71,"biomesoplenty:dead_forest"
72,"biomesoplenty:dryland"
73,"biomesoplenty:dune_beach"
74,"biomesoplenty:field"
75,"biomesoplenty:fir_clearing"
76,"biomesoplenty:floodplain"
77,"biomesoplenty:forested_field"
78,"biomesoplenty:fungal_jungle"
79,"biomesoplenty:grassland"
80,"biomesoplenty:highland"
81,"biomesoplenty:highland_moor"
82,"biomesoplenty:jade_cliffs"
83,"biomesoplenty:lavender_field"
84,"biomesoplenty:lavender_forest"
85,"biomesoplenty:lush_desert"
86,"biomesoplenty:lush_savanna"
87,"biomesoplenty:maple_woods"
88,"biomesoplenty:marsh"
89,"biomesoplenty:mediterranean_forest"
90,"biomesoplenty:muskeg"
91,"biomesoplenty:mystic_grove"
92,"biomesoplenty:old_growth_dead_forest"
93,"biomesoplenty:old_growth_woodland"
94,"biomesoplenty:ominous_woods"
95,"biomesoplenty:orchard"
96,"biomesoplenty:origin_valley"
97,"biomesoplenty:pasture"
98,"biomesoplenty:prairie"
99,"biomesoplenty:pumpkin_patch"
100,"biomesoplenty:rainbow_hills"
101,"biomesoplenty:rainforest"
102,"biomesoplenty:redwood_forest"
103,"biomesoplenty:rocky_rainforest"
104,"biomesoplenty:rocky_shrubland"
105,"biomesoplenty:scrubland"
106,"biomesoplenty:seasonal_forest"
107,"biomesoplenty:shrubland"
108,"biomesoplenty:snowy_coniferous_forest"
109,"biomesoplenty:snowy_fir_clearing"
110,"biomesoplenty:snowy_maple_woods"
111,"biomesoplenty:tropics"
112,"biomesoplenty:tundra"
113,"biomesoplenty:volcanic_plains"
114,"biomesoplenty:volcano"
115,"biomesoplenty:wasteland"
116,"biomesoplenty:wetland"
117,"biomesoplenty:wooded_scrubland"
118,"biomesoplenty:wooded_wasteland"
119,"biomesoplenty:woodland"
120,"biomesoplenty:glowing_grotto"
121,"biomesoplenty:spider_nest"
122,"biomesoplenty:crystalline_chasm"
123,"biomesoplenty:erupting_inferno"
124,"biomesoplenty:undergrowth"
125,"biomesoplenty:visceral_heap"
126,"biomesoplenty:withered_abyss"
127,"terralith:fractured_savanna"
128,"terralith:mirage_isles"
129,"terralith:highlands"
130,"terralith:volcanic_peaks"
131,"terralith:skylands_spring"
132,"terralith:mountain_steppe"
133,"terralith:birch_taiga"
134,"terralith:brushland"
135,"terralith:caldera"
136,"terralith:warped_mesa"
137,"terralith:windswept_spires"
138,"terralith:white_mesa"
139,"terralith:desert_spires"
140,"terralith:frozen_cliffs"
141,"terralith:skylands_winter"
142,"terralith:moonlight_valley"
143,"terralith:emerald_peaks"
144,"terralith:cold_shrubland"
145,"terralith:wintry_lowlands"
146,"terralith:lush_valley"
147,"terralith:scarlet_mountains"
148,"terralith:gravel_beach"
149,"terralith:haze_mountain"
150,"terralith:savanna_badlands"
151,"terralith:ancient_sands"
152,"terralith:white_cliffs"
153,"terralith:glacial_chasm"
154,"terralith:alpha_islands_winter"
155,"terralith:cave/crystal_caves"
156,"terralith:arid_highlands"
157,"terralith:cave/granite_caves"
158,"terralith:valley_clearing"
159,"terralith:blooming_valley"
160,"terralith:hot_shrubland"
161,"terralith:moonlight_grove"
162,"terralith:siberian_taiga"
163,"terralith:cave/mantle_caves"
164,"terralith:alpine_grove"
165,"terralith:temperate_highlands"
166,"terralith:skylands_summer"
167,"terralith:rocky_shrubland"
168,"terralith:orchid_swamp"
169,"terralith:lavender_valley"
170,"terralith:siberian_grove"
171,"terralith:cave/frostfire_caves"
172,"terralith:red_oasis"
173,"terralith:volcanic_crater"
174,"terralith:sandstone_valley"
175,"terralith:rocky_mountains"
176,"terralith:cave/andesite_caves"
177,"terralith:blooming_plateau"
178,"terralith:lavender_forest"
179,"terralith:cloud_forest"
180,"terralith:basalt_cliffs"
181,"terralith:cave/fungal_caves"
182,"terralith:wintry_forest"
183,"terralith:sakura_valley"
184,"terralith:alpha_islands"
185,"terralith:steppe"
186,"terralith:shield_clearing"
187,"terralith:yosemite_cliffs"
188,"terralith:cave/desert_caves"
189,"terralith:yosemite_lowlands"
190,"terralith:cave/ice_caves"
